pokemonid,name,Pokedex,sprite,type1id,type2id,speciesid,height,weight,abilities1id,abilities2id,abilities3id,evYield,catchRate,baseFriendship,baseExp,growthRate,eggGroups1id,eggGroups2id,gender,eggCycles,hpBase,hpMin,hpMax,attackBase,attackMin,attackMax,defenseBase,defenseMin,defenseMax,specialAttackBase,specialAttackMin,specialAttackMax,specialDefenseBase,specialDefenseMin,specialDefenseMax,speedBase,speedMin,speedMax,spriteImage
1021,Suicune,245,https://drive.google.com/file/d/1jyj2YQrZ9BKGKNM-SPMeI2Yl9p30rxmB/view?usp=drivesdk,18,,626,2.0 m (6′07″),187.0 kg (412.3 lbs),259,161,,"1 Defense, 2 Sp. Def","3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,13,,Genderless,"80 (20,304–20,560 steps)",100,310,404,75,139,273,115,211,361,90,166,306,115,211,361,85,157,295,
1022,Sunflora,192,https://drive.google.com/file/d/1AivideSX5X-Lnl6nnN5p51Lw61RkTQl1/view?usp=drivesdk,10,,233,0.8 m (2′07″),8.5 kg (18.7 lbs),37,341,84,2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),149,Medium Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,55,103,229,105,193,339,85,157,295,30,58,174,
1023,Sunkern,191,https://drive.google.com/file/d/1CQ9qhwcJgz1Eqwn9_9bVdAO8PxLReUgN/view?usp=drivesdk,10,,88,0.3 m (1′00″),1.8 kg (4.0 lbs),37,341,84,1 Sp. Atk,"235 (30.7% with PokéBall, full HP)",50 (normal),36,Medium Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,30,58,174,30,58,174,30,58,174,30,58,174,30,58,174,
1024,Surskit,283,https://drive.google.com/file/d/1Tf1QchpfF2bW9_jZq3HC9YckttfecrTl/view?usp=drivesdk,1,18,627,0.5 m (1′08″),1.7 kg (3.7 lbs),381,277,,1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,3,14,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,30,58,174,32,62,179,50,94,218,52,98,223,65,121,251,
1025,Swablu,333,https://drive.google.com/file/d/1ZzRwiB-WGbDUlHoQcPQBP5OPR3za_YD0/view?usp=drivesdk,13,8,628,0.4 m (1′04″),1.2 kg (2.6 lbs),220,42,,1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),62,Erratic,5,8,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,40,76,196,60,112,240,40,76,196,75,139,273,50,94,218,
1026,Swadloon,541,https://drive.google.com/file/d/1cRjyox8fa-mvu7R4x8QnyufnDA_vNctp/view?usp=drivesdk,1,10,629,0.5 m (1′08″),7.3 kg (16.1 lbs),176,37,232,2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),133,Medium Slow,3,,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,63,117,247,90,166,306,50,94,218,80,148,284,42,80,201,
1027,Swalot,317,https://drive.google.com/file/d/1bArD2iqc4tZcWJxTZq-Q8nQih8B7N2fc/view?usp=drivesdk,14,,630,1.7 m (5′07″),80.0 kg (176.4 lbs),187,364,115,2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),163,Fluctuating,2,,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,73,135,269,83,153,291,73,135,269,83,153,291,55,103,229,
1028,Swampert,260,https://drive.google.com/file/d/1OHsPeyIExEO-mEifnSQ19hKqNqr13Wtg/view?usp=drivesdk,18,11,429,1.5 m (4′11″),81.9 kg (180.6 lbs),403,64,,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),241,Medium Slow,12,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",100,310,404,110,202,350,90,166,306,85,157,295,90,166,306,60,112,240,
1029,Mega Swampert,260,https://drive.google.com/file/d/1hR4DoPVfWKCYsvscnOQ6xmCIAePzyLUI/view?usp=drivesdk,18,11,429,1.9 m (6′03″),102.0 kg (224.9 lbs),381,,,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),286,Medium Slow,12,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",100,310,404,150,274,438,110,202,350,95,175,317,110,202,350,70,130,262,
1030,Swanna,581,https://drive.google.com/file/d/1otnqSUaAP0FP38MqTf6MJXABOtA7jJd9/view?usp=drivesdk,18,8,631,1.3 m (4′03″),24.2 kg (53.4 lbs),172,29,146,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),166,Medium Fast,8,14,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,87,161,300,63,117,247,87,161,300,63,117,247,98,180,324,
1031,Swellow,277,https://drive.google.com/file/d/1cc9gEPymqLU2G82bfU3thk8OiNByZGsf/view?usp=drivesdk,13,8,632,0.7 m (2′04″),19.8 kg (43.7 lbs),127,309,,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),159,Medium Slow,8,,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,85,157,295,60,112,240,75,139,273,50,94,218,125,229,383,
1032,Swinub,220,https://drive.google.com/file/d/1r9PIgmK1T2BdqrmaTaJLf4VCWcU5PxqV/view?usp=drivesdk,12,11,633,0.4 m (1′04″),6.5 kg (14.3 lbs),227,337,400,1 Attack,"225 (29.4% with PokéBall, full HP)",50 (normal),50,Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,40,76,196,30,58,174,30,58,174,50,94,218,
1033,Swirlix,684,https://drive.google.com/file/d/1A44IuIB2SmatL7MJDc103xz6vmcLZgPI/view?usp=drivesdk,5,,634,0.4 m (1′04″),3.5 kg (7.7 lbs),379,418,,1 Defense,"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,6,,"50% male, 50% female","20 (4,884–5,140 steps)",62,234,328,48,90,214,66,123,254,59,110,238,57,107,234,49,92,216,
1034,Swoobat,528,https://drive.google.com/file/d/1nCD9F1ypwMZ4kqCWFgb_kedspbHKEhHj/view?usp=drivesdk,15,8,635,0.9 m (2′11″),10.5 kg (23.1 lbs),415,174,328,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),149,Medium Fast,7,8,"50% male, 50% female","15 (3,599–3,855 steps)",67,244,338,57,107,234,55,103,229,77,143,278,55,103,229,114,209,359,
1035,Sylveon,700,https://drive.google.com/file/d/13fA6ORfbsqf5qZ_JIDqOTchOuW1Uwt7s/view?usp=drivesdk,5,,636,1.0 m (3′03″),23.5 kg (51.8 lbs),61,245,,2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,7,,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",95,300,394,65,121,251,65,121,251,110,202,350,130,238,394,60,112,240,
1036,Tadbulb,938,https://drive.google.com/file/d/1-tfaNkFLHFT1lIYEidaJvf0mBjzHwNAA/view?usp=drivesdk,4,,637,0.3 m (1′00″),0.4 kg (0.9 lbs),235,355,64,1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),54,Medium Fast,14,,"50% male, 50% female","20 (4,884–5,140 steps)",61,232,326,31,60,177,41,78,199,59,110,238,35,67,185,45,85,207,
1037,Taillow,276,https://drive.google.com/file/d/1JbwW8_uEuQlwB-ytVF5Bn0g4eAKLOczn/view?usp=drivesdk,13,8,638,0.3 m (1′00″),2.3 kg (5.1 lbs),127,309,,1 Speed,"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Slow,8,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,55,103,229,30,58,174,30,58,174,30,58,174,85,157,295,
1038,Talonflame,663,https://drive.google.com/file/d/12szbMviqgCEYIxtgv4sPMKwwOvEYwBWq/view?usp=drivesdk,7,8,639,1.2 m (3′11″),24.5 kg (54.0 lbs),95,112,,3 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),175,Medium Slow,8,,"50% male, 50% female","15 (3,599–3,855 steps)",78,266,360,81,150,287,71,132,265,74,137,271,69,128,260,126,231,386,
1039,Tandemaus,924,https://drive.google.com/file/d/1_bATqyk0WcDhoG8yJsClEYSCvJJVXzWb/view?usp=drivesdk,13,,640,0.3 m (1′00″),1.8 kg (4.0 lbs),295,242,236,1 Speed,"150 (19.6% with PokéBall, full HP)",50 (normal),61,Fast,6,7,Genderless,"10 (2,314–2,570 steps)",50,210,304,50,94,218,45,85,207,40,76,196,45,85,207,75,139,273,
1040,Tangela,114,https://drive.google.com/file/d/1vGI_rGtpGf-_uzLyzC_osKHxbhkBwk3l/view?usp=drivesdk,10,,641,1.0 m (3′03″),35.0 kg (77.2 lbs),37,176,285,1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),87,Medium Fast,9,,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,55,103,229,115,211,361,100,184,328,40,76,196,60,112,240,
1041,Tangrowth,465,https://drive.google.com/file/d/1QjhrehFRCFCnabQXKPNZUsCdbbKTg5bW/view?usp=drivesdk,10,,641,2.0 m (6′07″),128.6 kg (283.5 lbs),37,176,285,2 Defense,"30 (3.9% with PokéBall, full HP)",50 (normal),187,Medium Fast,9,,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,100,184,328,125,229,383,110,202,350,50,94,218,50,94,218,
1042,Tapu Bulu,787,https://drive.google.com/file/d/19-ODtPvs25Ehj_iD-dOqzgsO0Cj9HdWD/view?usp=drivesdk,10,5,642,1.9 m (6′03″),45.5 kg (100.3 lbs),121,393,,3 Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,13,,Genderless,"15 (3,599–3,855 steps)",70,250,344,130,238,394,115,211,361,85,157,295,95,175,317,75,139,273,
1043,Tapu Fini,788,https://drive.google.com/file/d/186TkGWsqypVS1yozWqeT-H2M8mTmvCKl/view?usp=drivesdk,18,5,642,1.3 m (4′03″),21.2 kg (46.7 lbs),207,393,,3 Sp. Def,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,13,,Genderless,"15 (3,599–3,855 steps)",70,250,344,75,139,273,115,211,361,95,175,317,130,238,394,85,157,295,
1044,Tapu Koko,785,https://drive.google.com/file/d/1iJ4xIz4ySRN1aKaJo6foyF5-D5PyEt0I/view?usp=drivesdk,4,5,642,1.8 m (5′11″),20.5 kg (45.2 lbs),88,393,,3 Speed,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,13,,Genderless,"15 (3,599–3,855 steps)",70,250,344,115,211,361,85,157,295,95,175,317,75,139,273,130,238,394,
1045,Tapu Lele,786,https://drive.google.com/file/d/106mBdBLwO4g21kAblElF6A947z8aWNnz/view?usp=drivesdk,15,5,642,1.2 m (3′11″),18.6 kg (41.0 lbs),266,393,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,13,,Genderless,"15 (3,599–3,855 steps)",70,250,344,85,157,295,75,139,273,130,238,394,115,211,361,95,175,317,
1046,Tarountula,917,https://drive.google.com/file/d/1O_mEBV1PWj8flfzAdv7520aPXCElz7e0/view?usp=drivesdk,1,,643,0.3 m (1′00″),4.0 kg (8.8 lbs),162,350,,1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),42,Erratic,3,,"50% male, 50% female","15 (3,599–3,855 steps)",35,180,274,41,78,199,45,85,207,29,56,172,40,76,196,20,40,152,
1047,Tatsugiri Curly Form,978,https://drive.google.com/file/d/1VH7bp8Ph9MEjjGosBHFcPnxJ0E3LTZ6o/view?usp=drivesdk,3,18,644,0.3 m (1′00″),8.0 kg (17.6 lbs),45,367,,2 Sp. Atk,"100 (13.1% with PokéBall, full HP)",50 (normal),166,Medium Slow,15,,"50% male, 50% female","35 (8,739–8,995 steps)",68,246,340,50,94,218,60,112,240,120,220,372,95,175,317,82,152,289,
1048,Tatsugiri Droopy Form,978,https://drive.google.com/file/d/1i1UhNj90D9k4dyIKkd7rTnv_cNxq9JDs/view?usp=drivesdk,3,18,644,0.3 m (1′00″),8.0 kg (17.6 lbs),,,,2 Sp. Atk,"100 (13.1% with PokéBall, full HP)",50 (normal),166,Medium Slow,1,,"50% male, 50% female","35 (8,739–8,995 steps)",68,246,340,50,94,218,60,112,240,120,220,372,95,175,317,82,152,289,
1049,Tatsugiri Stretchy Form,978,https://drive.google.com/file/d/1LmumdBqES363BBpLEux7D1BxQmw7R2x3/view?usp=drivesdk,3,18,644,0.3 m (1′00″),8.0 kg (17.6 lbs),,,,2 Sp. Atk,"100 (13.1% with PokéBall, full HP)",50 (normal),166,Medium Slow,1,,"50% male, 50% female","35 (8,739–8,995 steps)",68,246,340,50,94,218,60,112,240,120,220,372,95,175,317,82,152,289,
1050,Tauros,128,https://drive.google.com/file/d/1kXLC1Mzj2kIupdiaycnM5FFa44prRnrw/view?usp=drivesdk,13,,645,1.4 m (4′07″),88.4 kg (194.9 lbs),164,9,322,"1 Attack, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,7,,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,95,175,317,40,76,196,70,130,262,110,202,350,
1051,Tauros Combat Breed,128,https://drive.google.com/file/d/1C0UQDftopuYLZLvmGQTjiJ_G7MyoXALO/view?usp=drivesdk,6,,645,1.4 m (4′07″),115.0 kg (253.5 lbs),164,9,57,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,7,,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,110,202,350,105,193,339,30,58,174,70,130,262,100,184,328,
1052,Tauros Blaze Breed,128,https://drive.google.com/file/d/1WMcoSbsAr3RTxbV4JuFQE3a7KilGb2Li/view?usp=drivesdk,6,7,645,1.4 m (4′07″),85.0 kg (187.4 lbs),164,9,57,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,7,,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,110,202,350,105,193,339,30,58,174,70,130,262,100,184,328,
1053,Tauros Aqua Breed,128,https://drive.google.com/file/d/1u5Haall7OeOCSLckcvsRQ3mMos7XnhZi/view?usp=drivesdk,6,18,645,1.4 m (4′07″),110.0 kg (242.5 lbs),164,9,57,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,7,,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,110,202,350,105,193,339,30,58,174,70,130,262,100,184,328,
1054,Teddiursa,216,https://drive.google.com/file/d/1tqoULVS9K8Z6RhYZN7hlrmV3GyCp1PAA/view?usp=drivesdk,13,,646,0.6 m (2′00″),8.8 kg (19.4 lbs),242,274,138,1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),66,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,50,94,218,50,94,218,50,94,218,40,76,196,
1055,Tentacool,72,https://drive.google.com/file/d/1aDxerUovQ0wgM_-7s3kyQmaRssvYc9D0/view?usp=drivesdk,18,14,647,0.9 m (2′11″),45.5 kg (100.3 lbs),39,187,277,1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Slow,16,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,35,67,185,50,94,218,100,184,328,70,130,262,
1056,Tentacruel,73,https://drive.google.com/file/d/1RMcfCNHfk-pYbgqDeQSAym8VEqJB36rZ/view?usp=drivesdk,18,14,647,1.6 m (5′03″),55.0 kg (121.3 lbs),39,187,277,2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),180,Slow,16,,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,70,130,262,65,121,251,80,148,284,120,220,372,100,184,328,
1057,Tepig,498,https://drive.google.com/file/d/1cC97hRRhBTLDMzM1RCb8Vun0LhQSWAJz/view?usp=drivesdk,7,,512,0.5 m (1′08″),9.9 kg (21.8 lbs),31,400,,1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,7,,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",65,240,334,63,117,247,45,85,207,45,85,207,45,85,207,45,85,207,
1058,Terapagos Normal Form,1024,https://drive.google.com/file/d/1k3H2TBKlRJu1U-a0yx53h6sAb2B8kUzi/view?usp=drivesdk,13,,648,0.2 m (0′08″),6.5 kg (14.3 lbs),395,,,1 Defense,"255 (33.3% with PokéBall, full HP)",,,Slow,13,,"50% male, 50% female",,90,290,384,65,121,251,85,157,295,65,121,251,85,157,295,60,112,240,
1059,Terapagos Terastal Form,1024,https://drive.google.com/file/d/130Z9BZjlR3hVljySL8DfFaRZxB-llTvU/view?usp=drivesdk,13,,648,0.3 m (1′00″),16.0 kg (35.3 lbs),394,,,"2 Defense, 2 Sp. Def","255 (33.3% with PokéBall, full HP)",,,Slow,13,,"50% male, 50% female",,95,300,394,95,175,317,110,202,350,105,193,339,110,202,350,85,157,295,
1060,Terapagos Stellar Form,1024,#N/A,13,,648,1.7 m (5′07″),77.0 kg (169.8 lbs),396,,,3 HP,"255 (33.3% with PokéBall, full HP)",,,Slow,13,,"50% male, 50% female",,160,430,524,105,193,339,110,202,350,130,238,394,110,202,350,85,157,295,
1061,Terrakion,639,https://drive.google.com/file/d/1vNeuvebuMa3TQn1UrlOOBGFOhf3dt-xp/view?usp=drivesdk,16,6,649,1.9 m (6′03″),260.0 kg (573.2 lbs),170,,,3 Attack,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,13,,Genderless,"80 (20,304–20,560 steps)",91,292,386,129,236,392,90,166,306,72,134,267,90,166,306,108,198,346,
1062,Thievul,828,https://drive.google.com/file/d/1K6aNGDUmo1BlhJVZamcoga-kVcIStbsO/view?usp=drivesdk,2,,77,1.2 m (3′11″),19.9 kg (43.9 lbs),295,417,350,2 Sp. Def,"127 (16.6% with PokéBall, full HP)",50 (normal),159,Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,58,108,236,58,108,236,87,161,300,92,170,311,90,166,306,
1063,Throh,538,https://drive.google.com/file/d/19BcA-9162up4S4EVEBz_Z4vR3VjGns1v/view?usp=drivesdk,6,,650,1.3 m (4′03″),55.5 kg (122.4 lbs),127,160,210,2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),163,Medium Fast,10,,"100% male, 0% female","20 (4,884–5,140 steps)",120,350,444,100,184,328,85,157,295,30,58,174,85,157,295,45,85,207,
1064,Thundurus Incarnate Forme,642,https://drive.google.com/file/d/1psQvqEfGIjMbb7ncGqGUz0fbrYIrEXt8/view?usp=drivesdk,4,8,651,1.5 m (4′11″),61.0 kg (134.5 lbs),257,71,,3 Attack,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,115,211,361,70,130,262,125,229,383,80,148,284,111,204,353,
1065,Thundurus Therian Forme,642,https://drive.google.com/file/d/1LULYzq7RO7AzKrtSTXEC36j2MdoyA21F/view?usp=drivesdk,4,8,651,3.0 m (9′10″),61.0 kg (134.5 lbs),426,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,105,193,339,70,130,262,145,265,427,80,148,284,101,186,331,
1066,Thwackey,811,https://drive.google.com/file/d/1TaITuG-KJVt8ilCf3IzEALNS_kxRayvh/view?usp=drivesdk,10,,652,0.7 m (2′04″),14.0 kg (30.9 lbs),233,122,,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,7,9,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,70,130,262,55,103,229,60,112,240,80,148,284,
1067,Timburr,532,https://drive.google.com/file/d/1a2jOrDJx9uRzNvKWicrJJ3tgC1Az_s8T/view?usp=drivesdk,6,,143,0.6 m (2′00″),12.5 kg (27.6 lbs),127,321,169,1 Attack,"180 (23.5% with PokéBall, full HP)",70 (higher than normal),61,Medium Slow,10,,"75% male, 25% female","20 (4,884–5,140 steps)",75,260,354,80,148,284,55,103,229,25,49,163,35,67,185,35,67,185,
1068,Ting-Lu,1003,https://drive.google.com/file/d/10ANrfjLxvzl5RqbvXgAX8pvpXVQvCmNC/view?usp=drivesdk,2,11,124,2.7 m (8′10″),699.7 kg (1542.6 lbs),422,,,3 Defense,"6 (0.8% with PokéBall, full HP)",0 (lower than normal),285,Slow,13,,Genderless,"50 (12,594–12,850 steps)",155,420,514,110,202,350,125,229,383,55,103,229,80,148,284,45,85,207,
1069,Tinkatink,957,https://drive.google.com/file/d/1IceZA8dogM-dFLuTezp2z6fGCN7iSbls/view?usp=drivesdk,5,17,653,0.4 m (1′04″),8.9 kg (19.6 lbs),209,235,241,1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Slow,6,,"0% male, 100% female","20 (4,884–5,140 steps)",50,210,304,45,85,207,45,85,207,35,67,185,64,119,249,58,108,236,
1070,Tinkaton,959,https://drive.google.com/file/d/1CGpqqerbSrP53KXIKkcieOtaXAjujxWL/view?usp=drivesdk,5,17,654,0.7 m (2′04″),112.8 kg (248.7 lbs),209,235,241,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),253,Medium Slow,6,,"0% male, 100% female","20 (4,884–5,140 steps)",85,280,374,75,139,273,77,143,278,70,130,262,105,193,339,94,173,315,
1071,Tinkatuff,958,https://drive.google.com/file/d/1hW1afQn7tBc8P3vlOdlhRMEpRhbsFVcV/view?usp=drivesdk,5,17,654,0.7 m (2′04″),59.1 kg (130.3 lbs),209,235,241,2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),133,Medium Slow,6,,"0% male, 100% female","20 (4,884–5,140 steps)",65,240,334,55,103,229,55,103,229,45,85,207,82,152,289,78,144,280,
1072,Tirtouga,564,https://drive.google.com/file/d/1skofWi_76S02PaX7l1POKlcw5w81VudW/view?usp=drivesdk,18,16,102,0.7 m (2′04″),16.5 kg (36.4 lbs),343,369,382,1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,14,16,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",54,218,312,78,144,280,103,189,335,53,99,225,45,85,207,22,44,157,
1073,Toedscool,948,https://drive.google.com/file/d/1_HfBWgW9NVwFUvREn1fHRC2_5iczMAg3/view?usp=drivesdk,11,10,655,0.9 m (2′11″),33.0 kg (72.8 lbs),219,,,1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,35,67,185,50,94,218,100,184,328,70,130,262,
1074,Toedscruel,949,https://drive.google.com/file/d/1PU1AsB_NE_l7nfLXh6frnn-rf8iy3FnV/view?usp=drivesdk,11,10,655,1.9 m (6′03″),58.0 kg (127.9 lbs),219,,,2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),180,Medium Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,70,130,262,65,121,251,80,148,284,120,220,372,100,184,328,
1075,Togedemaru,777,https://drive.google.com/file/d/1yKg8AWh83DIZLE5NiRH_9wGU3Isg6RkV/view?usp=drivesdk,4,17,656,0.3 m (1′00″),3.3 kg (7.3 lbs),167,182,370,2 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),152,Medium Fast,6,7,"50% male, 50% female","10 (2,314–2,570 steps)",65,240,334,98,180,324,63,117,247,40,76,196,73,135,269,96,177,320,
1076,Togekiss,468,https://drive.google.com/file/d/16cgkH6K_UZqSr02Rr1wXW1d_vR9NtaQn/view?usp=drivesdk,5,8,657,1.5 m (4′11″),38.0 kg (83.8 lbs),143,312,373,"2 Sp. Atk, 1 Sp. Def","30 (3.9% with PokéBall, full HP)",50 (normal),245,Fast,6,8,"87.5% male, 12.5% female","10 (2,314–2,570 steps)",85,280,374,50,94,218,95,175,317,120,220,372,115,211,361,80,148,284,
1077,Togepi,175,https://drive.google.com/file/d/1sM_n6UVleu9ADBi7__aNNunV1tR1uKHC/view?usp=drivesdk,5,,658,0.3 m (1′00″),1.5 kg (3.3 lbs),143,312,373,1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),49,Fast,13,,"87.5% male, 12.5% female","10 (2,314–2,570 steps)",35,180,274,20,40,152,65,121,251,40,76,196,65,121,251,20,40,152,
1078,Togetic,176,https://drive.google.com/file/d/1Y7QkMr7f4hIzQSGJsZDDivmd8L6SxD6t/view?usp=drivesdk,5,8,69,0.6 m (2′00″),3.2 kg (7.1 lbs),143,312,373,2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Fast,6,8,"87.5% male, 12.5% female","10 (2,314–2,570 steps)",55,220,314,40,76,196,85,157,295,80,148,284,105,193,339,40,76,196,
1079,Torchic,255,https://drive.google.com/file/d/1Fuf_9y9BghV6qpcODmHWi2tiL5bQQtjq/view?usp=drivesdk,7,,659,0.4 m (1′04″),2.5 kg (5.5 lbs),31,348,,1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,7,,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,60,112,240,40,76,196,70,130,262,50,94,218,45,85,207,
1080,Torkoal,324,https://drive.google.com/file/d/1sjsRSQuZaCgXVDtpagtgVSwjCLUd_gig/view?usp=drivesdk,7,,100,0.5 m (1′08″),80.4 kg (177.3 lbs),438,79,324,2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,140,256,416,85,157,295,70,130,262,20,40,152,
1081,Tornadus Incarnate Forme,641,https://drive.google.com/file/d/1lCZEO6Trg1N6DJLMTe5ri56tYzkxejOm/view?usp=drivesdk,8,,660,1.5 m (4′11″),63.0 kg (138.9 lbs),257,71,,3 Attack,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,115,211,361,70,130,262,125,229,383,80,148,284,111,204,353,
1082,Tornadus Therian Forme,641,https://drive.google.com/file/d/1xeyaDScMnh9d5sjesafxGX7dulEz9CsP/view?usp=drivesdk,8,,660,1.4 m (4′07″),63.0 kg (138.9 lbs),284,,,3 Speed,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,13,,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,100,184,328,80,148,284,110,202,350,90,166,306,121,222,375,
1083,Torracat,726,https://drive.google.com/file/d/1R5sAHlsCQuIeuWB5BMYDJPH4GDPxb2Lw/view?usp=drivesdk,7,,391,0.7 m (2′04″),25.0 kg (55.1 lbs),31,165,,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,7,,"87.5% male, 12.5% female","15 (3,599–3,855 steps)",65,240,334,85,157,295,50,94,218,80,148,284,50,94,218,90,166,306,
1084,Torterra,389,https://drive.google.com/file/d/1qCW9oAvPiiRTSI7P-ePoPBW9NkcYePgc/view?usp=drivesdk,10,11,312,2.2 m (7′03″),310.0 kg (683.4 lbs),233,324,,"2 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,9,12,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",95,300,394,109,200,348,105,193,339,75,139,273,85,157,295,56,105,232,
